Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
07/31/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Southwest Credit Systems, L.P.",NY,14623,,N/A,Postal mail,07/31/2013,Closed,Yes,,461804
07/30/2013,Credit card,,Closing/Cancelling account,,,,Wells Fargo & Company,CO,80520,,N/A,Postal mail,07/31/2013,Closed,Yes,No,470022
07/31/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Credit Acceptance Corporation,AL,35124,,N/A,Web,08/05/2013,Closed with explanation,Yes,No,476099
07/30/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,TD Bank US Holding Company,NJ,07869,,N/A,Phone,07/31/2013,Closed with explanation,Yes,No,463412
07/31/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,91214,Older American,N/A,Web,08/02/2013,Closed with explanation,Yes,No,471075
07/31/2013,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,MO,65203,,N/A,Web,08/02/2013,Closed with monetary relief,Yes,Yes,471067
07/31/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,NJ,08850,,N/A,Web,08/02/2013,Closed with explanation,Yes,No,471077
07/31/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Citibank,CA,92610,Older American,N/A,Web,08/02/2013,Closed with explanation,Yes,No,463102
07/31/2013,Bank account or service,Other bank product/service,Using a debit or ATM card,,,,Synchrony Financial,NC,27705,,N/A,Web,08/06/2013,Closed with explanation,Yes,No,480956
07/31/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,CT,06016,,N/A,Postal mail,08/12/2013,Closed with non-monetary relief,Yes,No,471082
07/31/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,PNC Bank N.A.,MD,20667,,N/A,Web,08/05/2013,Closed with explanation,Yes,Yes,471100
07/30/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Carrington Mortgage Holdings, LLC.",CA,90808,,N/A,Postal mail,07/31/2013,Closed with non-monetary relief,Yes,No,468579
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,95678,,N/A,Postal mail,08/02/2013,Closed with explanation,Yes,No,471127
07/31/2013,Credit card,,Billing disputes,,,,Citibank,PA,19002,,N/A,Postal mail,08/02/2013,Closed with monetary relief,Yes,No,471130
07/31/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,GA,31024,,N/A,Web,07/31/2013,Closed with explanation,Yes,No,471132
07/31/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,BB&T Financial,FL,33060,,N/A,Referral,08/02/2013,Closed with monetary relief,Yes,No,471336
07/30/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Synchrony Financial,KS,66062,,N/A,Postal mail,08/01/2013,Closed with explanation,Yes,No,470089
07/31/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",GA,30566,,N/A,Web,08/01/2013,Closed with explanation,Yes,Yes,471143
07/31/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,U.S. Bancorp,TX,75025,,N/A,Web,08/02/2013,Closed with explanation,Yes,No,471152
07/30/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",FL,32404,Servicemember,N/A,Postal mail,08/12/2013,Closed with explanation,Yes,No,475642
07/31/2013,Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,,,"Platinum Holdings Group, LLC",CA,92504,,N/A,Web,08/16/2013,Closed with explanation,Yes,Yes,480974
07/31/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,MI,48240,,N/A,Phone,08/02/2013,Closed with explanation,Yes,No,471160
07/31/2013,Credit card,,Payoff process,,,,Citibank,ME,04005,,N/A,Phone,08/02/2013,Closed with explanation,Yes,No,471163
07/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MD,21843,Older American,N/A,Postal mail,07/31/2013,Closed with explanation,Yes,No,470150
07/31/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,CO,80917,,N/A,Web,07/31/2013,Closed with non-monetary relief,Yes,No,471166
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33146,,N/A,Referral,08/05/2013,Closed with explanation,Yes,Yes,461071
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Seterus, Inc.",FL,33146,,N/A,Referral,08/02/2013,Closed with explanation,Yes,No,461072
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,FL,33146,,N/A,Referral,08/02/2013,Closed with explanation,Yes,No,461073
07/31/2013,Credit card,,Billing disputes,,,,Discover,HI,96813,,N/A,Referral,08/02/2013,Closed with explanation,Yes,Yes,471171
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33993,,N/A,Referral,08/02/2013,Closed with explanation,Yes,No,471172
07/30/2013,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,Bank of America,NV,89014,Older American,N/A,Phone,08/01/2013,Closed with explanation,Yes,No,469081
07/30/2013,Credit card,,Billing disputes,,,,Amex,NJ,07506,,N/A,Referral,07/31/2013,Closed with explanation,Yes,No,470373
07/30/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,MA,02119,,N/A,Referral,07/31/2013,Closed with explanation,Yes,No,470365
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,GA,30349,,N/A,Referral,08/02/2013,Closed with explanation,Yes,No,475640
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,CA,91364,,N/A,Referral,08/02/2013,Closed with explanation,Yes,No,471327
07/31/2013,Mortgage,Other mortgage,Settlement process and costs,,,,Embrace Home Loans Inc,NC,27407,,N/A,Referral,08/02/2013,Closed with explanation,No,,471177
07/31/2013,Mortgage,Other mortgage,Other,,,,Bank of America,CO,80126,,N/A,Referral,08/05/2013,Closed with non-monetary relief,Yes,Yes,471179
07/31/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,,,,N/A,Referral,08/02/2013,Closed,Yes,Yes,471182
07/31/2013,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Nationstar Mortgage,MD,20607,,N/A,Web,08/02/2013,Closed with explanation,Yes,No,471155
07/31/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",CO,80917,,N/A,Web,07/31/2013,Closed with non-monetary relief,Yes,No,484759
07/30/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian,TX,76107,,N/A,Web,08/06/2013,Closed with non-monetary relief,Yes,No,470195
07/31/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Bank of America,NJ,07005,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,471197
07/30/2013,Credit card,,APR or interest rate,,,,Discover,MI,48141,,N/A,Web,07/30/2013,Closed with monetary relief,Yes,No,470224
07/31/2013,Credit card,,Late fee,,,,JPMorgan Chase & Co.,IL,60201,,N/A,Web,07/31/2013,Closed with monetary relief,Yes,No,471204
07/31/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Third Federal Savings & Loan,OH,43220,,N/A,Referral,08/02/2013,Closed with explanation,Yes,No,471207
07/31/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,34120,,N/A,Web,08/02/2013,Closed with explanation,Yes,No,471208
07/30/2013,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,"PayPal Holdings, Inc.",FL,32351,"Older American, Servicemember",N/A,Phone,08/01/2013,Closed with monetary relief,Yes,No,480459
07/30/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",OR,97209,Older American,N/A,Web,07/30/2013,Closed with explanation,Yes,No,470210
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NY,11234,,N/A,Referral,08/02/2013,Closed with explanation,Yes,No,471365
07/31/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Wells Fargo & Company,CA,90404,,N/A,Referral,08/05/2013,Closed with monetary relief,Yes,No,471379
07/30/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,"Navient Solutions, Inc.",WA,98444,,N/A,Phone,07/31/2013,Closed with explanation,Yes,No,470288
07/31/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,BBVA Compass,AZ,85143,,N/A,Web,08/05/2013,Closed with explanation,Yes,Yes,471220
07/31/2013,Credit card,,Advertising and marketing,,,,Amex,WI,53937,Older American,N/A,Web,07/31/2013,Closed with monetary relief,Yes,No,484764
07/31/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,PNC Bank N.A.,GA,30035,,N/A,Web,09/09/2013,Closed with non-monetary relief,Yes,No,471203
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,32746,,N/A,Web,08/02/2013,Closed with explanation,Yes,No,471226
07/30/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NV,89122,,N/A,Web,07/31/2013,Closed with explanation,Yes,No,470314
07/31/2013,Credit card,,Credit card protection / Debt protection,,,,Capital One,ID,83639,,N/A,Web,07/31/2013,Closed with explanation,Yes,No,487050
07/31/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,WA,98391,,N/A,Web,07/31/2013,Closed with non-monetary relief,Yes,No,471227
07/30/2013,Credit card,,Advertising and marketing,,,,First National Bank of Omaha,VT,05069,,N/A,Web,08/02/2013,Closed with explanation,Yes,No,470330
07/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,GA,31904,,N/A,Referral,07/31/2013,Closed with explanation,Yes,No,470596
07/30/2013,Bank account or service,Savings account,Deposits and withdrawals,,,,Wells Fargo & Company,NJ,08618,,N/A,Phone,07/31/2013,Closed with explanation,Yes,No,470332
07/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MD,20880,,N/A,Referral,07/31/2013,Closed with explanation,Yes,No,470650
07/30/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Bank of America,NV,89135,,N/A,Web,07/30/2013,Closed with explanation,Yes,Yes,468438
07/30/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,Capital One,RI,02861,,N/A,Web,07/30/2013,Closed with monetary relief,Yes,No,470337
07/30/2013,Credit card,,Application processing delay,,,,JPMorgan Chase & Co.,PR,00984,,N/A,Web,08/02/2013,Closed with explanation,Yes,No,470345
07/31/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MD,20601,,N/A,Phone,08/02/2013,Closed with explanation,Yes,Yes,479616
07/31/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",GA,30043,,N/A,Web,07/31/2013,Closed with explanation,Yes,No,484765
07/31/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,Resurgent Capital Services L.P.,TX,79403,Servicemember,N/A,Phone,08/06/2013,Closed with explanation,Yes,No,480992
07/30/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,,,U.S. Bancorp,OR,97124,,N/A,Web,07/30/2013,Closed with explanation,Yes,No,470385
07/30/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA Holdings Inc,NY,10038,,N/A,Web,07/31/2013,Closed with explanation,Yes,Yes,464806
07/30/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",CA,92881,,N/A,Web,07/31/2013,Closed with explanation,Yes,No,476056
07/30/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",CA,95692,,N/A,Web,07/31/2013,Closed with monetary relief,Yes,No,470418
07/30/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,TCF National Bank,IL,60620,Older American,N/A,Referral,08/07/2013,Closed with monetary relief,Yes,No,470392
07/31/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NM,87110,Servicemember,N/A,Postal mail,08/05/2013,Closed with explanation,Yes,No,479863
07/31/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,VA,22203,Older American,N/A,Fax,08/02/2013,Closed with explanation,Yes,No,471270
07/31/2013,Credit card,,Other,,,,Amex,CA,95129,,N/A,Postal mail,08/05/2013,Closed with explanation,Yes,Yes,471273
07/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NY,12859,,N/A,Referral,08/06/2013,Closed with explanation,Yes,No,470705
07/30/2013,Credit card,,Payoff process,,,,Citibank,MA,02132,,N/A,Web,07/30/2013,Closed with explanation,Yes,Yes,470452
07/31/2013,Mortgage,FHA mortgage,Credit decision / Underwriting,,,,"SunTrust Banks, Inc.",GA,30312,,N/A,Referral,08/02/2013,Closed with explanation,Yes,No,471552
07/30/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Bank of America,MI,49423,,N/A,Web,07/30/2013,Closed with non-monetary relief,Yes,No,470466
07/31/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,UMB Bank,KS,66002,,N/A,Referral,08/02/2013,Closed with explanation,Yes,No,471544
07/30/2013,Consumer Loan,Installment loan,Problems when you are unable to pay,,,,Ditech Financial LLC,GA,31805,,N/A,Phone,07/31/2013,Closed with explanation,Yes,No,470471
07/31/2013,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,"Capio Partners, LLC",CA,91307,"Older American, Servicemember",N/A,Web,08/06/2013,Closed with non-monetary relief,Yes,Yes,482422
07/30/2013,Credit card,,Billing disputes,,,,Fifth Third Financial Corporation,MI,48429,,N/A,Referral,07/31/2013,Closed with monetary relief,Yes,No,470659
07/31/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",MD,21403,,N/A,Web,07/31/2013,Closed with explanation,Yes,No,471275
07/30/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase & Co.,NY,11694,,N/A,Web,07/31/2013,Closed with monetary relief,Yes,No,470535
07/30/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,U.S. Bancorp,NV,89423,,N/A,Referral,07/31/2013,Closed with explanation,Yes,Yes,470633
07/30/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Synchrony Financial,CA,92677,,N/A,Referral,07/31/2013,Closed with explanation,Yes,Yes,479330
07/22/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,American Southwest Mortgage Corporation,TX,76116,Servicemember,N/A,Web,07/25/2013,Closed,Yes,Yes,463274
07/30/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Navy FCU,CA,92065,,N/A,Referral,07/31/2013,Closed with monetary relief,Yes,No,479508
07/31/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,65202,,N/A,Web,08/02/2013,Closed with explanation,Yes,Yes,471300
07/22/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,OH,45242,,N/A,Web,07/25/2013,Closed with explanation,Yes,No,463295
07/31/2013,Mortgage,Other mortgage,Other,,,,HSBC North America Holdings Inc.,IL,60409,,N/A,Postal mail,08/05/2013,Closed with explanation,Yes,No,471307
07/31/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,TN,38134,,N/A,Referral,08/02/2013,Closed with monetary relief,Yes,No,471598
07/31/2013,Debt collection,Mortgage,Improper contact or sharing of info,Contacted me after I asked not to,,,JPMorgan Chase & Co.,GA,30296,,N/A,Phone,08/06/2013,Closed with explanation,Yes,No,482190
07/30/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,VA,22306,,N/A,Postal mail,07/31/2013,Closed with explanation,Yes,No,474937
07/31/2013,Credit reporting,,Incorrect information on credit report,Personal information,,,Experian,PA,18346,,N/A,Web,07/31/2013,Closed with non-monetary relief,Yes,No,481029
07/22/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Citibank,CA,93277,"Older American, Servicemember",N/A,Phone,07/23/2013,Closed with monetary relief,Yes,No,463325
